x,y,z
8.7665,6.451,30.081
8.5349,6.204,29.845
8.3018,5.9845,29.578
8.0701,5.7937,29.286
7.8425,5.6319,28.973
7.6214,5.4993,28.642
7.4092,5.3953,28.297
7.2078,5.3193,27.943
7.019,5.2703,27.581
6.8441,5.247,27.215
6.6844,5.2482,26.849
6.5408,5.2727,26.484
6.414,5.3192,26.122
6.3045,5.3864,25.767
6.2127,5.4734,25.419
6.1387,5.579,25.081
6.0828,5.7023,24.755
6.0447,5.8427,24.442
6.0245,5.9993,24.143
6.022,6.1717,23.861
6.037,6.3592,23.596
6.0692,6.5615,23.351
6.1184,6.7781,23.126
6.1844,7.0085,22.924
6.2668,7.2523,22.747
6.3653,7.509,22.594
6.4797,7.778,22.47
6.6095,8.0585,22.375
6.7544,8.3498,22.311
6.914,8.6505,22.28
7.0876,8.9595,22.284
7.2748,9.2751,22.324
7.4748,9.5952,22.404
7.6869,9.9176,22.524
7.91,10.239,22.685
8.1429,10.557,22.89
8.3843,10.868,23.14
8.6327,11.167,23.434
8.8861,11.449,23.773
9.1424,11.71,24.156
9.3992,11.945,24.583
9.6537,12.146,25.05
9.903,12.31,25.554
10.144,12.429,26.092
10.372,12.498,26.657
10.585,12.512,27.242
10.778,12.467,27.84
10.947,12.36,28.442
11.088,12.188,29.036
11.198,11.951,29.613
11.273,11.651,30.162
11.311,11.291,30.671
11.309,10.876,31.13
11.266,10.413,31.53
11.18,9.9112,31.862
11.053,9.3803,32.121
10.886,8.831,32.301
10.681,8.2744,32.401
10.44,7.7216,32.421
10.168,7.1829,32.362
9.8697,6.6675,32.23
9.5494,6.1833,32.028
9.2128,5.7368,31.765
8.8652,5.3326,31.446
8.512,4.9738,31.08
8.1581,4.6618,30.675
7.8085,4.397,30.237
7.4674,4.1783,29.774
7.1385,4.004,29.292
6.825,3.8717,28.797
6.5297,3.7786,28.293
6.2546,3.7217,27.786
6.0013,3.6979,27.277
5.7709,3.7043,26.772
5.5643,3.7381,26.272
5.3817,3.7969,25.779
5.2232,3.8784,25.296
5.0887,3.9809,24.824
4.9779,4.1027,24.365
4.8904,4.2426,23.919
4.8256,4.3997,23.489
4.783,4.5734,23.075
4.7621,4.7633,22.678
4.7622,4.9691,22.3
4.7829,5.1908,21.942
4.8237,5.4286,21.605
4.8842,5.6828,21.291
4.964,5.9537,21.001
5.063,6.2416,20.736
5.1808,6.5469,20.499
5.3175,6.87,20.292
5.4727,7.2112,20.116
5.6466,7.5705,19.974
5.839,7.948,19.869
6.0499,8.3433,19.803
6.2792,8.7557,19.78
6.5268,9.1843,19.802
6.7926,9.6275,19.874
7.0761,10.083,19.998
7.3768,10.549,20.178
7.694,11.02,20.418
8.0266,11.493,20.722
8.3733,11.963,21.091
8.7322,12.421,21.531
9.1011,12.862,22.041
9.4772,13.276,22.624
9.8571,13.653,23.279
10.237,13.981,24.004
10.611,14.251,24.795
10.975,14.448,25.646
11.322,14.562,26.548
11.646,14.581,27.489
11.94,14.495,28.454
12.195,14.296,29.426
12.405,13.979,30.384
12.563,13.543,31.308
12.661,12.992,32.175
12.694,12.334,32.962
12.658,11.581,33.648
12.55,10.75,34.217
12.37,9.8621,34.653
12.119,8.9405,34.949
11.801,8.0089,35.101
11.422,7.0908,35.11
10.989,6.2078,34.984
10.511,5.3782,34.733
9.9976,4.6168,34.372
9.4595,3.9336,33.917
8.9069,3.3345,33.385
8.3497,2.8216,32.791
7.7969,2.3933,32.152
7.2565,2.0456,31.482
6.7354,1.7725,30.791
6.2391,1.5668,30.089
5.7719,1.4208,29.384
5.3368,1.3267,28.683
4.9358,1.277,27.989
4.5699,1.2648,27.305
4.2394,1.2839,26.635
3.9438,1.3289,25.979
3.6823,1.3953,25.339
3.4536,1.4794,24.714
3.2562,1.578,24.107
3.0884,1.689,23.515
2.9485,1.8107,22.94
2.8347,1.9417,22.382
2.7454,2.0816,21.84
2.679,2.2299,21.315
2.6341,2.3867,20.806
2.6093,2.5523,20.314
2.6036,2.7273,19.839
2.616,2.9125,19.381
2.6457,3.1089,18.94
2.692,3.3175,18.518
2.7545,3.5396,18.113
2.833,3.7765,17.728
2.9274,4.0298,17.362
3.0376,4.3009,17.017
3.164,4.5915,16.694
3.3067,4.9033,16.394
3.4664,5.2381,16.119
3.6436,5.5976,15.87
3.839,5.9835,15.651
4.0534,6.3978,15.464
4.2878,6.842,15.31
4.5433,7.3176,15.196
4.8207,7.8262,15.123
5.1212,8.3687,15.097
5.446,8.9458,15.123
5.796,9.5577,15.207
6.1721,10.204,15.355
6.5753,10.882,15.575
7.006,11.59,15.876
7.4644,12.324,16.264
7.9503,13.076,16.75
8.4629,13.84,17.343
9.0006,14.603,18.052
9.5609,15.353,18.885
10.14,16.071,19.849
10.733,16.736,20.95
11.333,17.326,22.187
11.933,17.811,23.559
12.521,18.163,25.057
13.085,18.35,26.662
13.611,18.342,28.353
14.084,18.11,30.093
14.487,17.634,31.841
14.802,16.901,33.547
15.012,15.911,35.154
15.102,14.678,36.605
15.059,13.232,37.846
14.877,11.617,38.829
14.551,9.8899,39.522
14.085,8.1145,39.907
13.488,6.3563,39.986
12.774,4.6762,39.777
11.965,3.125,39.313
11.081,1.7402,38.639
10.147,0.54394,37.801
9.1863,-0.45601,36.848
8.2221,-1.2643,35.824
7.2735,-1.8949,34.765
6.3566,-2.368,33.7
5.4842,-2.7067,32.651
4.6651,-2.9346,31.632
3.9051,-3.0747,30.651
3.2071,-3.1475,29.714
2.5717,-3.171,28.82
1.9974,-3.1604,27.97
1.4816,-3.1282,27.161
1.0206,-3.0845,26.391
0.61013,-3.0372,25.655
0.2454,-2.9925,24.953
-0.078391,-2.9551,24.28
-0.36606,-2.9285,23.635
-0.6223,-2.9152,23.015
-0.85159,-2.917,22.42
-1.0581,-2.9354,21.847
-1.2459,-2.9711,21.295
-1.4184,-3.025,20.764
-1.579,-3.0973,20.253
-1.7309,-3.1887,19.762
-1.8767,-3.2994,19.29
-2.0189,-3.4298,18.838
-2.16,-3.5805,18.405
-2.3021,-3.752,17.991
-2.4471,-3.9449,17.598
-2.5968,-4.16,17.225
-2.7532,-4.3982,16.874
-2.9177,-4.6605,16.545
-3.0919,-4.9481,16.24
-3.2776,-5.2622,15.96
-3.476,-5.6042,15.707
-3.6888,-5.9755,15.483
-3.9175,-6.3775,15.29
-4.1635,-6.8116,15.132
-4.4283,-7.2793,15.012
-4.7134,-7.7816,14.934
-5.0202,-8.3196,14.903
-5.3502,-8.8939,14.923
-5.7046,-9.5046,15.001
-6.0846,-10.151,15.143
-6.4912,-10.832,15.357
-6.9253,-11.544,15.651
-7.3872,-12.284,16.033
-7.8769,-13.045,16.513
-8.3937,-13.82,17.1
-8.9363,-14.596,17.804
-9.5023,-15.362,18.633
-10.088,-16.098,19.596
-10.689,-16.785,20.698
-11.299,-17.397,21.94
-11.909,-17.908,23.321
-12.509,-18.286,24.831
-13.086,-18.5,26.456
-13.628,-18.517,28.172
-14.117,-18.308,29.944
-14.536,-17.851,31.73
-14.867,-17.13,33.479
-15.094,-16.144,35.133
-15.199,-14.906,36.633
-15.169,-13.445,37.921
-14.997,-11.806,38.95
-14.678,-10.045,39.681
-14.215,-8.2304,40.098
-13.616,-6.4285,40.198
-12.897,-4.7033,40.002
-12.078,-3.1083,39.542
-11.181,-1.6833,38.863
-10.231,-0.45189,38.014
-9.2533,0.57723,37.047
-8.2703,1.4086,36.006
-7.3024,2.0566,34.929
-6.3665,2.542,33.847
-5.4756,2.8889,32.783
-4.6392,3.1219,31.751
-3.8631,3.2646,30.759
-3.1503,3.3386,29.813
-2.5014,3.3623,28.912
-1.915,3.3515,28.057
-1.3884,3.3191,27.245
-0.91765,3.2754,26.472
-0.49834,3.2286,25.736
-0.12564,3.1851,25.034
0.20543,3.1495,24.362
0.49983,3.1255,23.719
0.7624,3.1156,23.102
0.99772,3.1218,22.51
1.2101,3.1453,21.941
1.4036,3.1872,21.394
1.582,3.2481,20.868
1.7486,3.3284,20.363
1.9066,3.4287,19.878
2.0588,3.5492,19.413
2.2078,3.6905,18.969
2.3561,3.853,18.545
2.5058,4.0373,18.141
2.6589,4.2439,17.758
2.8174,4.4738,17.397
2.9831,4.7278,17.06
3.1576,5.0069,16.746
3.3425,5.3122,16.457
3.5395,5.6449,16.196
3.75,6.0062,15.964
3.9756,6.3975,15.763
4.2178,6.82,15.597
4.478,7.2749,15.469
4.7577,7.7633,15.382
5.0583,8.286,15.342
5.3811,8.8435,15.352
5.7273,9.4356,15.418
6.0981,10.062,15.547
6.4945,10.721,15.746
6.9171,11.409,16.023
7.3663,12.124,16.385
7.8421,12.858,16.841
8.3437,13.605,17.4
8.8698,14.353,18.071
9.4181,15.09,18.862
9.9853,15.8,19.78
10.567,16.463,20.831
11.156,17.056,22.015
11.746,17.553,23.33
12.327,17.926,24.77
12.887,18.145,26.319
13.413,18.18,27.956
13.889,18.004,29.649
14.301,17.595,31.358
14.63,16.939,33.038
14.861,16.032,34.636
14.978,14.886,36.094
14.969,13.524,37.362
14.824,11.988,38.39
14.541,10.328,39.143
14.119,8.6042,39.601
13.568,6.8802,39.76
12.899,5.2158,39.633
12.131,3.6631,39.249
11.284,2.2618,38.647
10.382,1.0378,37.871
9.4474,0.0026341,36.969
8.5029,-0.84475,35.984
7.5682,-1.5151,34.952
6.6598,-2.0261,33.905
5.7912,-2.3992,32.866
4.9722,-2.657,31.851
4.2093,-2.8219,30.87
3.5062,-2.9145,29.928
2.8641,-2.9529,29.027
2.2824,-2.9528,28.169
1.7589,-2.9272,27.35
1.2903,-2.8864,26.569
0.87259,-2.8391,25.824
0.50142,-2.7917,25.11
0.17211,-2.7493,24.427
-0.12004,-2.7157,23.77
-0.3796,-2.6936,23.14
-0.611,-2.6851,22.533
-0.81842,-2.6917,21.949
-1.0057,-2.7143,21.385
-1.1766,-2.7537,20.842
-1.3343,-2.8104,20.319
-1.4819,-2.8847,19.815
-1.6222,-2.9772,19.329
-1.7577,-3.0881,18.862
-1.8907,-3.2178,18.413
-2.0234,-3.3669,17.983
-2.1578,-3.5359,17.571
-2.2956,-3.7256,17.179
-2.4386,-3.9367,16.807
-2.5884,-4.1703,16.454
-2.7466,-4.4275,16.124
-2.9147,-4.7094,15.815
-3.0942,-5.0175,15.531
-3.2865,-5.3531,15.272
-3.4932,-5.7179,15.041
-3.7156,-6.1134,14.839
-3.9554,-6.5413,14.671
-4.214,-7.0031,14.538
-4.4929,-7.5003,14.446
-4.7936,-8.0343,14.397
-5.1177,-8.606,14.399
-5.4665,-9.2161,14.455
-5.8415,-9.8643,14.573
-6.2438,-10.55,14.761
-6.6744,-11.271,15.026
-7.1341,-12.024,15.378
-7.6231,-12.805,15.825
-8.1413,-13.605,16.379
-8.6876,-14.415,17.05
-9.2603,-15.222,17.848
-9.8564,-16.01,18.782
-10.472,-16.758,19.859
-11.1,-17.443,21.084
-11.735,-18.036,22.458
-12.365,-18.506,23.976
-12.979,-18.819,25.625
-13.563,-18.939,27.384
-14.101,-18.833,29.222
-14.574,-18.473,31.099
-14.964,-17.836,32.961
-15.251,-16.915,34.751
-15.417,-15.717,36.405
-15.447,-14.264,37.857
-15.329,-12.598,39.051
-15.056,-10.779,39.941
-14.628,-8.873,40.498
-14.053,-6.956,40.716
-13.343,-5.0994,40.608
-12.519,-3.3661,40.206
-11.603,-1.8045,39.555
-10.624,-0.44572,38.709
-9.6057,0.69645,37.724
-8.5755,1.6236,36.652
-7.5556,2.3493,35.535
-6.5651,2.8951,34.41
-5.6191,3.287,33.302
-4.7285,3.552,32.229
-3.9004,3.7165,31.202
-3.1387,3.8042,30.225
-2.4444,3.836,29.3
-1.8164,3.8294,28.425
-1.2518,3.7989,27.597
-0.74675,3.7558,26.814
-0.29649,3.7094,26.07
0.1041,3.6666,25.364
0.46035,3.6327,24.692
0.77758,3.6116,24.05
1.061,3.6062,23.437
1.3155,3.6185,22.85
1.5458,3.6501,22.288
1.7562,3.7019,21.75
1.9508,3.7746,21.235
2.1332,3.8688,20.743
2.3067,3.985,20.272
2.4746,4.1234,19.823
2.6394,4.2845,19.397
2.8039,4.4687,18.993
2.9704,4.6766,18.611
3.141,4.9087,18.254
3.3178,5.1657,17.922
3.5026,5.4484,17.615
3.6972,5.7577,17.336
3.9032,6.0944,17.087
4.1223,6.4594,16.869
4.3561,6.8537,16.685
4.6058,7.278,16.539
4.873,7.7331,16.433
5.159,8.2194,16.372
5.4651,8.7372,16.359
5.7923,9.286,16.4
6.1417,9.865,16.501
6.514,10.473,16.667
6.9099,11.106,16.905
7.3295,11.762,17.221
7.7727,12.434,17.624
8.2388,13.116,18.121
8.7266,13.799,18.718
9.2338,14.471,19.423
9.7576,15.118,20.241
10.294,15.724,21.177
10.837,16.269,22.231
11.38,16.732,23.401
11.915,17.088,24.681
12.432,17.313,26.059
12.92,17.381,27.516
13.366,17.269,29.028
13.757,16.959,30.562
14.077,16.437,32.08
14.313,15.698,33.539
14.452,14.749,34.891
14.481,13.605,36.092
14.394,12.297,37.1
14.184,10.865,37.881
13.852,9.3544,38.412
13.402,7.8186,38.683
12.844,6.3086,38.7
12.19,4.8713,38.478
11.459,3.5453,38.046
10.667,2.3588,37.437
9.8364,1.3285,36.691
8.9856,0.46036,35.843
8.133,-0.24896,34.928
7.2948,-0.80996,33.977
6.4844,-1.2378,33.012
5.7121,-1.5504,32.051
4.9859,-1.7663,31.108
4.3107,-1.9036,30.19
3.6892,-1.979,29.303
3.1224,-2.0073,28.449
2.6094,-2.0012,27.627
2.1484,-1.9715,26.838
1.7364,-1.9268,26.08
1.3701,-1.8742,25.351
1.0456,-1.8192,24.65
0.75917,-1.7659,23.973
0.50666,-1.7177,23.321
0.28422,-1.6768,22.69
0.088117,-1.645,22.08
-0.085191,-1.6233,21.49
-0.239,-1.6126,20.918
-0.37636,-1.6134,20.364
-0.50007,-1.626,19.827
-0.61266,-1.6506,19.307
-0.71646,-1.6874,18.802
-0.81355,-1.7364,18.313
-0.90583,-1.7978,17.838
-0.99504,-1.8719,17.379
-1.0827,-1.9589,16.934
-1.1703,-2.0591,16.504
-1.2592,-2.1731,16.088
-1.3506,-2.3013,15.686
-1.4457,-2.4446,15.299
-1.5456,-2.6038,14.926
-1.6514,-2.7798,14.569
-1.7642,-2.9738,14.226
-1.8852,-3.1871,13.899
-2.0154,-3.421,13.589
-2.1559,-3.6773,13.295
-2.3081,-3.9575,13.02
-2.473,-4.2637,12.764
-2.6521,-4.5979,12.529
-2.8467,-4.9622,12.317
-3.0582,-5.359,12.13
-3.2883,-5.7908,11.97
-3.5386,-6.26,11.841
-3.8107,-6.7692,11.747
-4.1065,-7.3208,11.692
-4.428,-7.9173,11.681
-4.7769,-8.5608,11.72
-5.1553,-9.2528,11.816
-5.565,-9.9946,11.978
-6.008,-10.786,12.215
-6.4858,-11.627,12.537
-6.9999,-12.513,12.957
-7.5513,-13.441,13.487
-8.1403,-14.403,14.143
-8.7665,-15.387,14.938
-9.4286,-16.378,15.889
-10.124,-17.356,17.009
-10.847,-18.295,18.313
-11.592,-19.163,19.809
-12.349,-19.921,21.502
-13.106,-20.524,23.388
-13.848,-20.923,25.455
-14.555,-21.067,27.673
-15.207,-20.904,30.002
-15.776,-20.39,32.38
-16.238,-19.495,34.734
-16.563,-18.207,36.973
-16.728,-16.539,39.003
-16.709,-14.533,40.729
-16.491,-12.261,42.071
-16.068,-9.8174,42.971
-15.443,-7.3136,43.403
-14.63,-4.8618,43.375
-13.653,-2.5639,42.929
-12.544,-0.49986,42.135
-11.34,1.2782,41.074
-10.078,2.748,39.834
-8.7955,3.9131,38.494
-7.5246,4.797,37.124
-6.2924,5.4356,35.773
-5.1196,5.8703,34.477
-4.0206,6.1432,33.257
-3.0043,6.2932,32.123
-2.0745,6.3541,31.077
-1.2317,6.3544,30.117
-0.47305,6.3169,29.235
0.20595,6.2596,28.426
0.81131,6.1961,27.681
1.3498,6.1368,26.993
1.8285,6.089,26.356
2.2545,6.0582,25.764
2.6349,6.048,25.214
2.9762,6.0609,24.701
3.2847,6.0985,24.223
3.5661,6.1616,23.777
3.8256,6.2505,23.363
4.0681,6.3654,22.979
4.2978,6.5061,22.625
4.5187,6.672,22.301
4.734,6.8628,22.008
4.9469,7.0778,21.746
5.16,7.3164,21.516
5.3756,7.5778,21.32
5.5958,7.8611,21.159
5.8224,8.1653,21.035
6.0567,8.4892,20.949
6.2999,8.8314,20.905
6.5531,9.1901,20.903
6.8168,9.5632,20.948
7.0914,9.9483,21.042
7.3771,10.342,21.186
7.6736,10.741,21.384
7.9804,11.142,21.638
8.2965,11.538,21.95
8.6207,11.925,22.322
8.9511,12.295,22.755
9.2855,12.641,23.248
9.621,12.956,23.802
9.9546,13.23,24.414
10.282,13.455,25.08
10.599,13.621,25.795
10.902,13.718,26.551
11.183,13.739,27.338
11.439,13.676,28.146
11.663,13.522,28.959
11.849,13.275,29.764
11.991,12.933,30.543
12.085,12.499,31.28
12.127,11.978,31.956
12.112,11.378,32.557
12.039,10.713,33.067
11.906,9.9955,33.474
11.715,9.2437,33.772
11.468,8.4751,33.954
11.169,7.7076,34.021
10.822,6.9581,33.974
10.436,6.2419,33.821
10.017,5.572,33.571
9.5721,4.9583,33.234
9.1107,4.4077,32.822
8.6404,3.9243,32.348
8.1688,3.5094,31.825
7.7029,3.1618,31.263
7.2488,2.8789,30.673
6.8118,2.6563,30.063
6.3962,2.4892,29.443
6.0055,2.372,28.817
5.6422,2.2993,28.191
5.3079,2.2655,27.569
5.0037,2.2657,26.954
4.7299,2.2954,26.348
4.4864,2.3506,25.754
4.2728,2.4278,25.173
4.0883,2.5243,24.606
3.9319,2.6379,24.053
3.8025,2.7667,23.515
3.699,2.9096,22.993
3.62,3.0657,22.488
3.5646,3.2346,21.999
3.5316,3.4162,21.528
3.52,3.6106,21.074
3.5291,3.8183,20.639
3.558,4.0399,20.224
3.6062,4.2761,19.828
3.6732,4.5281,19.453
3.7587,4.7967,19.101
3.8625,5.0832,18.772
3.9846,5.3888,18.468
4.125,5.7148,18.19
4.284,6.0623,17.941
4.4618,6.4326,17.722
4.6589,6.8269,17.536
4.8757,7.2461,17.387
5.1127,7.6911,17.276
5.3706,8.1624,17.209
5.6497,8.6604,17.188
5.9508,9.1846,17.219
6.2742,9.7343,17.307
6.6202,10.308,17.456
6.989,10.903,17.673
7.3803,11.516,17.964
7.7939,12.141,18.334
8.2286,12.773,18.792
8.683,13.403,19.342
9.155,14.021,19.99
9.6416,14.614,20.74
10.139,15.168,21.596
10.642,15.665,22.558
11.144,16.088,23.624
11.638,16.415,24.787
12.116,16.624,26.036
12.567,16.696,27.356
12.98,16.61,28.725
13.343,16.35,30.115
13.644,15.904,31.493
13.87,15.269,32.823
14.01,14.447,34.066
14.053,13.453,35.181
13.993,12.309,36.134
13.825,11.048,36.892
13.547,9.7081,37.436
13.163,8.3327,37.753
12.68,6.9655,37.843
12.109,5.6478,37.717
11.463,4.4147,37.395
10.758,3.2936,36.904
10.011,2.3028,36.274
9.2405,1.4514,35.537
8.4616,0.74037,34.724
7.6895,0.16401,33.861
6.937,-0.28827,32.97
6.2144,-0.63018,32.071
5.53,-0.87687,31.177
4.8893,-1.0438,30.297
4.296,-1.1456,29.438
3.7518,-1.1959,28.604
3.257,-1.2066,27.796
2.8107,-1.1879,27.015
2.4108,-1.1484,26.262
2.0549,-1.095,25.534
1.7399,-1.0333,24.83
1.4626,-0.96785,24.15
1.2195,-0.90187,23.492
1.0074,-0.83787,22.855
0.82288,-0.77766,22.237
0.66282,-0.72245,21.637
0.5243,-0.67306,21.055
0.40456,-0.62991,20.49
0.30111,-0.59323,19.942
0.21168,-0.56304,19.408
0.13421,-0.53922,18.889
0.066864,-0.5216,18.385
0.0080181,-0.50995,17.894
-0.043779,-0.50404,17.417
-0.089806,-0.50364,16.953
-0.13119,-0.50852,16.501
-0.16892,-0.51852,16.062
-0.20388,-0.5335,15.634
-0.23684,-0.55338,15.218
-0.2685,-0.57812,14.814
-0.29946,-0.60774,14.42
-0.33029,-0.64233,14.038
-0.36149,-0.68202,13.666
-0.39355,-0.72702,13.304
-0.42689,-0.77759,12.952
-0.46196,-0.83405,12.61
-0.49917,-0.89681,12.277
-0.53893,-0.96632,11.954
-0.58167,-1.0431,11.641
-0.62782,-1.1279,11.336
-0.67782,-1.2212,11.041
-0.73216,-1.3239,10.755
-0.79134,-1.437,10.478
-0.8559,-1.5613,10.21
-0.92644,-1.6979,9.9509
-1.0036,-1.8481,9.7013
-1.088,-2.0133,9.4612
-1.1806,-2.1949,9.2308
-1.282,-2.3945,9.0105
-1.3932,-2.614,8.8009
-1.5153,-2.8554,8.6027
-1.6493,-3.1207,8.4165
-1.7965,-3.4125,8.2436
-1.9581,-3.7333,8.085
-2.1356,-4.0859,7.9425
-2.3306,-4.4734,7.818
-2.5449,-4.8991,7.7138
-2.7803,-5.3663,7.6328
-3.0389,-5.879,7.5784
-3.3229,-6.4408,7.555
-3.6347,-7.0557,7.5675
-3.9768,-7.7278,7.6222
-4.3519,-8.4609,7.7263
-4.7628,-9.2586,7.8884
-5.2124,-10.124,8.1191
-5.7036,-11.059,8.4302
-6.2391,-12.065,8.8362
-6.8216,-13.14,9.3533
-7.4534,-14.28,10
-8.1361,-15.479,10.798
-8.8704,-16.724,11.769
-9.6557,-17.996,12.939
-10.49,-19.271,14.332
-11.368,-20.512,15.971
-12.282,-21.674,17.877
-13.221,-22.701,20.062
-14.169,-23.523,22.528
-15.105,-24.063,25.261
-16.001,-24.236,28.222
-16.824,-23.958,31.347
-17.538,-23.156,34.542
-18.099,-21.777,37.682
-18.467,-19.807,40.618
-18.601,-17.278,43.193
-18.469,-14.28,45.255
-18.05,-10.95,46.686
-17.34,-7.4678,47.417
-16.353,-4.0262,47.448
-15.12,-0.8057,46.841
-13.689,2.0511,45.713
-12.115,4.4553,44.214
-10.458,6.375,42.495
-8.7744,7.8271,40.695
-7.1142,8.8627,38.923
-5.5165,9.5512,37.255
-4.0098,9.9662,35.734
-2.6122,10.177,34.382
-1.3333,10.242,33.199
-0.17581,10.208,32.177
0.86262,10.114,31.301
1.7877,9.9841,30.554
2.6074,9.8386,29.917
3.3305,9.6903,29.376
3.9665,9.5475,28.916
4.5246,9.4157,28.523
5.0137,9.2979,28.189
5.4421,9.1955,27.903
5.8175,9.1088,27.659
6.1466,9.0375,27.452
6.4357,8.9809,27.275
6.6902,8.9377,27.126
6.9149,8.9068,27
7.1141,8.8869,26.896
7.2914,8.8765,26.811
7.4499,8.8744,26.744
7.5924,8.8793,26.691
7.7211,8.8898,26.654
7.8379,8.9049,26.629
7.9446,8.9232,26.617
8.0425,8.9439,26.616
8.1326,8.9657,26.626
8.2159,8.9878,26.645
8.2931,9.0092,26.673
8.3647,9.0292,26.709
8.4312,9.0469,26.752
8.4927,9.0616,26.801
8.5496,9.0728,26.856
8.602,9.0799,26.916
8.6497,9.0824,26.979
8.693,9.0799,27.045
8.7317,9.0721,27.113
8.7657,9.0588,27.182
8.795,9.0399,27.252
8.8195,9.0153,27.32
8.8391,8.9851,27.387
8.8537,8.9495,27.45
8.8633,8.9087,27.511
8.8678,8.8629,27.567
8.8673,8.8127,27.618
8.8619,8.7585,27.663
8.8515,8.7008,27.701
8.8365,8.6403,27.733
8.8168,8.5775,27.756
8.7929,8.5132,27.773
8.7649,8.4481,27.781
8.7333,8.3828,27.78
8.6982,8.3182,27.771
8.6602,8.2549,27.754
8.6197,8.1936,27.729
8.5771,8.135,27.696
8.5329,8.0797,27.655
8.4876,8.0284,27.607
8.4416,7.9814,27.552
8.3956,7.9394,27.491
8.35,7.9027,27.425
8.3053,7.8717,27.353
8.2619,7.8467,27.278
8.2204,7.8279,27.199
8.1811,7.8155,27.117
8.1446,7.8096,27.033
8.1111,7.8102,26.948
8.081,7.8174,26.863
8.0546,7.8311,26.779
8.0323,7.8512,26.695
8.0142,7.8775,26.614
8.0005,7.9098,26.536
7.9914,7.9479,26.461
7.9871,7.9914,26.39
7.9875,8.04,26.325
7.9928,8.0934,26.265
8.0028,8.1512,26.212
8.0177,8.2128,26.165
8.0372,8.2778,26.126
8.0612,8.3457,26.094
8.0897,8.4158,26.071
8.1223,8.4877,26.057
8.1588,8.5607,26.051
8.199,8.6341,26.055
8.2425,8.7072,26.068
8.289,8.7793,26.091
8.338,8.8498,26.123
8.3892,8.9179,26.164
8.4421,8.9827,26.214
8.4961,9.0436,26.274
8.5509,9.0999,26.341
8.6058,9.1507,26.417
8.6603,9.1954,26.5
8.7138,9.2333,26.59
8.7657,9.2639,26.685
8.8156,9.2865,26.786
8.8626,9.3007,26.89
8.9064,9.306,26.997
8.9464,9.3023,27.106
8.982,9.2892,27.216
9.0127,9.2668,27.324
9.0381,9.235,27.431
9.0578,9.1941,27.534
9.0714,9.1444,27.632
9.0787,9.0863,27.725
9.0795,9.0204,27.811
9.0736,8.9473,27.888
9.0609,8.868,27.956
9.0417,8.7833,28.014
9.0158,8.6942,28.061
8.9837,8.6017,28.097
8.9455,8.507,28.12
8.9016,8.4111,28.132
8.8526,8.3153,28.13
8.7988,8.2206,28.116
8.741,8.1282,28.09
8.6797,8.0391,28.051
8.6157,7.9543,28.001
8.5495,7.8747,27.939
8.482,7.8011,27.868
8.4139,7.7343,27.786
8.346,7.6749,27.696
8.2789,7.6236,27.598
8.2133,7.5806,27.493
8.1501,7.5464,27.383
8.0897,7.5213,27.267
8.0329,7.5053,27.149
7.9801,7.4987,27.028
7.932,7.5013,26.905
7.8889,7.5131,26.783
7.8513,7.534,26.661
7.8196,7.5637,26.542
7.794,7.6021,26.426
7.7748,7.6488,26.313
7.7622,7.7034,26.206
7.7563,7.7656,26.106
7.7572,7.8349,26.012
7.765,7.9108,25.926
7.7796,7.9927,25.849
7.8009,8.0802,25.781
7.8288,8.1724,25.724
7.8632,8.2689,25.678
7.9038,8.3688,25.643
7.9503,8.4714,25.621
8.0024,8.5758,25.611
8.0597,8.6812,25.615
8.1219,8.7866,25.631
8.1883,8.8912,25.661
8.2586,8.9937,25.705
8.3321,9.0933,25.762
8.4083,9.1889,25.833
8.4863,9.2792,25.917
8.5656,9.3632,26.013
8.6454,9.4397,26.121
8.7248,9.5077,26.241
8.8031,9.5661,26.371
8.8794,9.6139,26.51
8.9528,9.6501,26.656
9.0226,9.6739,26.809
9.0877,9.6846,26.967
9.1474,9.6816,27.128
9.2008,9.6645,27.291
9.2472,9.6331,27.452
9.2858,9.5874,27.611
9.3159,9.5277,27.765
9.3371,9.4543,27.912
9.3488,9.368,28.05
9.3508,9.2696,28.178
9.3426,9.1603,28.294
9.3244,9.0413,28.395
9.2961,8.914,28.481
9.2579,8.7802,28.55
9.2101,8.6415,28.601
9.1533,8.4997,28.635
9.0879,8.3566,28.649
9.0148,8.2141,28.644
8.9347,8.0738,28.621
8.8486,7.9376,28.579
8.7575,7.807,28.519
8.6625,7.6834,28.443
8.5645,7.5682,28.35
8.4649,7.4626,28.242
8.3647,7.3675,28.121
8.265,7.2837,27.987
8.1668,7.212,27.843
8.0713,7.1527,27.689
7.9795,7.1063,27.528
7.8922,7.0729,27.361
7.8102,7.0526,27.19
7.7345,7.0453,27.015
7.6656,7.051,26.84
7.6041,7.0695,26.665
7.5506,7.1003,26.491
7.5056,7.1432,26.321
7.4694,7.1978,26.155
7.4422,7.2637,25.995
7.4244,7.3402,25.843
7.4159,7.427,25.698
7.417,7.5234,25.564
7.4277,7.6288,25.44
7.4478,7.7427,25.328
7.4773,7.8642,25.23
7.516,7.9927,25.145
7.5637,8.1274,25.075
7.62,8.2673,25.021
7.6848,8.4116,24.984
7.7574,8.5593,24.964
7.8376,8.7092,24.962
7.9248,8.8602,24.979
8.0183,9.011,25.015
8.1176,9.1602,25.071
8.2219,9.3064,25.146
